provcd_born,cid,countyid,age,urban,gender,qb1,fincome,fage,mage,divorce,han,fbirthy,mbirthy,feduy,meduy,remarriage,younger_brother,confidence,anxiety,desperation,onechild,ifppr,qa1y_best,qa402,qc1,qc8,qe1,qk601,qk7,qk801,qk802,qk803,qk804,qm403,qm503,qm505,qm507,qm509,qm510,qp8,qp801,qq2,qq201,qq3,qq301,qq601,qq602,qq606,eduy,seduy,qz201,qz208,qz211,eduy2010,qa302,urban_3,urban_14,qa5code
44,21450,119,29,0,0,1,27400,68,57,0,1,1942,1953,9,9,0,1,4,4,5,0,67,1981,1,3,3,2,0,1200,4,3,4,4,3,5,5,5,5,5,0,-8,0,-8,0,-8,4,5,5,7.5,9,5,6,6,9,1,0,0,1
44,21640,123,20,0,1,0,44023.65023,56,50,0,1,1954,1960,6,3,0,0,3,5,5,1,67,1990,1,3,5,1,5000,600,5,4,4,5,3,4,4,2,4,4,3,1,0,-8,0,-8,4,4,5,9,NA,6,4,5,9,1,0,0,1
44,21600,122,20,0,1,2,22000,56,52,0,1,1954,1958,9,3,0,0,5,5,5,0,67,1990,1,3,4,1,2000,0,4,3,3,4,3,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,9,NA,5,6,6,9,1,0,0,1
44,21780,127,21,1,0,2,93600,56,54,0,1,1954,1956,9,0,0,0,2,5,4,0,67,1989,1,4,5,1,18000,0,4,4,3,4,2,5,4,3,5,5,1,60,0,-8,0,-8,4,4,5,12,NA,6,6,6,12,1,0,0,1
44,21490,120,33,1,1,1,32000,64,60,0,1,1946,1950,12,9,0,0,5,5,5,0,67,1977,3,5,6,2,20000,1700,4,4,4,5,3,5,4,3,5,5,0,-8,1,25,0,-8,2,2,5,15,15,5,5,5,15,1,0,1,1
44,21640,123,32,0,1,1,44023.65023,56,52,0,1,1954,1958,12,6,0,0,4,4,5,0,67,1978,1,4,6,2,16000,1200,4,4,4,4,4,4,4,1,4,5,2,60,0,-8,0,-8,5,4,5,12,9,6,4,6,12,1,0,0,1
44,21640,123,27,0,1,1,44023.65023,56,52,0,1,1954,1958,12,6,0,0,4,5,4,0,67,1983,1,4,5,1,10000,950,5,4,5,5,4,4,3,2,4,5,2,60,0,-8,0,-8,4,4,5,12,NA,5,4,6,12,1,0,0,1
44,21440,118,28,1,1,1,54900,54,55,0,1,1956,1955,0,3,0,0,5,5,5,0,67,1982,3,4,5,2,25000,3500,5,5,5,5,3,5,5,5,5,5,3,60,1,18,0,-8,5,4,5,12,12,5,5,4,12,3,1,1,1
44,21640,123,21,0,1,2,52200,48,47,0,1,1962,1963,12,9,0,0,5,4,5,0,67,1989,1,4,6,1,11000,1100,5,4,5,5,4,4,2,1,3,4,0,-8,0,-8,0,-8,5,4,5,12,NA,6,4,5,12,1,0,0,1
44,21480,119,28,1,0,1,14300,55,54,0,1,1955,1956,9,0,0,0,5,5,5,0,67,1982,1,3,4,2,0,0,3,4,4,4,5,5,5,5,5,5,0,-8,0,-8,0,-8,4,5,5,9,9,6,7,7,9,1,0,0,1
44,21380,117,27,0,1,1,42000,54,54,0,1,1956,1956,9,9,0,0,5,5,5,0,67,1983,1,2,3,2,13000,300,4,3,5,5,3,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,3,3,2,6,6,6,1,0,0,1
44,21890,130,34,0,0,3,12000,54,56,0,1,1956,1954,0,0,0,0,4,5,5,0,67,1976,1,2,4,2,4000,1000,4,4,4,4,4,4,4,4,4,4,0,-8,0,-8,0,-8,5,5,5,6,9,4,4,4,6,1,0,0,1
44,21770,127,26,1,0,1,110800,56,58,0,1,1954,1952,15,0,0,0,4,5,5,0,67,1984,3,5,5,1,19500,1500,4,4,4,4,4,4,3,4,4,3,2,45,0,-8,0,-8,5,5,5,15,NA,6,6,6,15,3,1,1,1
44,21620,123,29,0,0,3,44023.65023,54,53,0,1,1956,1957,9,0,0,0,5,5,5,0,67,1981,1,3,6,2,30000,0,4,3,5,5,3,5,5,2,3,5,0,-8,0,-8,0,-8,4,5,5,9,9,6,6,5,9,1,0,0,1
44,21610,123,22,0,1,2,21801,44,45,0,1,1966,1965,7.5,6,0,0,1,4,4,0,67,1988,1,3,4,2,9600,1100,5,3,1,4,2,3,5,5,3,5,7,30,1,5,0,-8,4,2,4,9,9,6,6,6,9,1,0,0,1
44,21370,117,29,1,1,1,47230,52,52,0,1,1958,1958,12,12,0,0,4,5,5,0,67,1981,1,2,5,2,15000,1200,5,5,5,5,3,5,5,5,3,5,0,-8,1,20,0,-8,4,5,5,6,9,7,5,6,6,1,0,0,1
44,21370,117,25,1,0,5,47230,56,49,0,1,1954,1961,12,9,0,0,5,5,5,0,67,1985,1,3,4,2,0,0,4,4,5,4,4,5,5,1,5,5,0,-8,0,-8,0,-8,4,5,5,9,6,7,6,6,9,1,0,0,1
44,21610,123,24,0,1,1,30000,51,51,0,1,1959,1959,15,12,0,0,4,5,5,0,67,1986,1,6,6,1,0,0,3,4,4,4,4,4,3,3,3,4,7,120,0,-8,0,-8,5,5,5,16,NA,7,6,6,16,1,0,0,1
44,21430,118,32,1,0,4,59800,56,53,0,1,1954,1957,12,9,0,1,3,5,4,0,67,1978,1,4,4,2,18000,2000,5,3,3,5,2,4,3,4,3,4,3,30,0,-8,0,-8,4,5,4,12,13.5,5,5,4,12,1,0,0,1
44,21900,130,28,0,1,0,101000,62,58,0,1,1948,1952,10.5,3,0,0,4,5,4,1,67,1982,1,4,4,2,15000,1000,4,4,4,4,4,4,4,3,4,4,0,-8,1,23,0,-8,4,4,5,12,9,5,6,6,12,1,0,0,1
44,21900,130,21,0,1,1,12000,50,46,0,1,1960,1964,9,6,0,0,4,5,5,0,67,1989,1,2,3,1,5000,500,3,4,4,4,3,4,4,4,4,4,0,-8,1,19,0,-8,5,5,5,3,NA,5,5,5,6,1,0,0,1
44,21630,123,22,1,0,2,18000,52,47,0,1,1958,1963,9,9,0,0,4,4,4,0,67,1988,1,3,5,1,4000,0,4,4,4,4,3,4,5,5,4,5,0,-8,0,-8,0,-8,4,4,4,9,NA,6,5,6,9,1,0,0,1
44,21630,123,21,1,0,2,18000,52,47,0,1,1958,1963,9,9,0,0,4,5,5,0,67,1989,1,3,5,1,19000,1100,4,3,4,4,3,4,4,1,4,5,0,-8,0,-8,0,-8,5,5,5,9,NA,6,6,6,9,1,0,0,1
44,21510,120,32,1,1,3,57300,66,58,0,1,1944,1952,0,0,0,0,5,5,5,0,67,1978,1,3,4,2,24000,2500,5,5,5,5,4,5,5,3,3,4,0,-8,1,20,0,-8,5,5,5,9,12,4,5,6,9,1,0,0,1
44,21320,115,34,1,0,2,31500,61,62,0,1,1949,1948,12,9,0,1,4,5,5,0,67,1976,1,5,6,1,17000,2000,5,4,4,5,4,4,4,5,5,5,7,1,0,-8,0,-8,5,5,5,15,NA,5,6,6,15,1,0,0,1
44,21860,129,28,0,0,1,28500,65,63,0,1,1945,1947,3,0,0,0,3,4,4,0,67,1982,1,1,-8,1,18000,1500,4,4,4,4,3,3,4,3,4,5,0,-8,0,-8,0,-8,4,4,4,0,NA,3,4,5,0,1,0,0,1
44,21430,118,24,1,0,2,44023.65023,44,41,0,1,1966,1969,6,6,0,0,3,5,5,0,67,1986,1,3,5,2,0,0,3,3,3,4,3,4,3,4,1,5,0,-8,0,-8,0,-8,4,5,5,9,12,5,3,3,9,1,0,0,1
44,21430,118,23,1,1,1,42000,53,49,0,1,1957,1961,12,9,0,0,4,5,5,0,67,1987,3,6,7,1,1000,1100,4,4,4,4,4,3,3,4,4,4,3,120,0,-8,0,-8,5,5,5,16,NA,5,5,5,16,3,1,1,1
44,21500,120,27,1,0,1,25000,56,54,0,1,1954,1956,12,12,0,0,4,4,4,0,67,1983,1,5,6,2,30000,1500,3,4,4,4,3,5,5,2,4,5,2,30,0,-8,0,-8,4,3,5,15,15,5,5,5,15,1,0,0,1
44,21430,118,27,1,0,1,36000,52,54,0,1,1958,1956,12,0,0,0,3,5,5,0,67,1983,3,5,6,2,15000,2000,5,5,3,3,3,5,5,3,5,5,0,-8,0,-8,0,-8,2,5,5,15,12,5,6,6,15,1,0,1,1
44,21500,120,28,1,0,0,41000,56,58,0,1,1954,1952,6,6,0,0,4,5,5,1,67,1982,3,5,6,1,15000,1800,4,4,4,4,3,5,5,2,3,5,0,-8,0,-8,0,-8,5,5,5,15,NA,5,5,5,15,3,1,1,1
44,21740,126,24,0,0,1,17000,49,45,0,1,1961,1965,9,7.5,0,1,4,5,5,0,67,1986,1,3,4,1,35000,5000,4,4,4,4,3,4,4,4,3,4,0,-8,0,-8,0,-8,4,5,4,9,NA,7,7,7,9,1,0,0,1
44,21740,126,22,0,1,1,17000,49,45,0,1,1961,1965,9,7.5,0,0,4,5,5,0,67,1988,1,4,5,1,-8,-8,-8,-8,-8,-8,3,4,3,3,3,5,0,-8,0,-8,1,18,4,4,5,13.5,NA,4,4,4,12,1,0,0,1
44,21700,125,21,0,0,3,2500,53,46,0,1,1957,1964,9,0,0,0,3,5,4,0,67,1989,1,3,4,1,2000,0,3,3,3,4,2,5,3,3,3,4,0,-8,0,-8,0,-8,4,5,5,9,NA,4,5,6,9,1,0,0,1
44,21630,123,20,1,1,1,7120,43,44,0,1,1967,1966,7.5,9,0,0,1,5,5,0,67,1990,1,3,6,1,14000,11500,4,3,3,4,1,5,3,2,4,4,2,2,0,-8,0,-8,5,4,5,9,NA,4,4,5,9,1,0,0,1
44,21630,123,21,1,0,3,47100,53,51,0,1,1957,1959,0,6,0,0,4,5,5,0,67,1989,1,4,6,1,0,0,4,3,3,4,3,4,5,3,4,4,0,-8,0,-8,0,-8,4,4,5,12,NA,6,5,6,12,1,0,0,1
44,21630,123,24,1,0,2,24200,52,50,0,1,1958,1960,9,9,0,0,2,4,5,0,67,1986,1,3,4,1,12000,1000,4,3,4,4,2,5,4,3,5,5,0,-8,0,-8,0,-8,4,4,5,9,NA,5,5,6,9,1,0,0,1
44,21700,125,30,0,1,4,31005,65,58,0,1,1945,1952,9,0,0,0,3,4,5,0,67,1980,1,4,4,2,18000,1800,4,3,4,4,3,4,3,2,5,5,0,-8,0,-8,0,-8,4,4,5,12,9,6,5,6,12,1,0,0,1
44,21730,126,21,0,0,3,15000,50,42,0,1,1960,1968,6,0,0,0,2,5,5,0,67,1989,1,3,6,1,3000,200,4,3,2,3,2,3,3,3,3,3,0,-8,0,-8,0,-8,5,5,5,9,NA,4,4,5,9,1,0,0,1
44,21700,125,30,0,1,3,90000,59,57,0,1,1951,1953,6,0,0,0,4,5,5,0,67,1980,1,3,5,2,5000,0,5,4,4,5,4,5,5,4,5,5,0,-8,1,30,1,23,4,5,5,9,9,6,5,5,9,1,0,0,1
44,21440,118,27,1,1,1,46600,55,53,0,1,1955,1957,15,9,0,0,4,5,5,0,67,1983,3,7,8,1,-8,-8,-8,-8,-8,-8,5,4,4,2,1,4,3,30,0,-8,0,-8,5,5,5,20.5,NA,7,6,7,18,3,1,1,1
44,21440,118,32,1,0,3,73100,67,67,0,1,1943,1943,0,0,0,0,4,5,5,0,67,1978,1,4,4,2,14000,560,4,4,4,4,3,3,3,3,3,5,0,-8,0,-8,0,-8,4,4,5,12,12,5,4,4,12,1,0,0,1
44,21710,125,31,0,1,2,41000,59,55,0,1,1951,1955,6,0,0,0,3,4,4,0,67,1979,1,2,3,1,1000,0,3,3,3,3,2,5,4,5,4,5,0,-8,1,17,0,-8,4,4,4,6,NA,6,6,6,6,1,0,0,1
44,21760,126,21,1,0,3,44023.65023,53,50,0,1,1957,1960,0,0,0,0,4,5,5,0,67,1989,1,1,-8,1,0,760,4,4,4,4,4,4,4,1,4,4,0,-8,0,-8,0,-8,5,5,5,0,NA,6,6,6,0,1,0,0,1
44,21640,123,25,0,1,3,44023.65023,58,58,0,1,1952,1952,7.5,6,0,0,4,4,5,0,67,1985,1,4,6,1,8000,900,4,5,4,4,3,4,2,2,4,4,2,60,0,-8,0,-8,5,4,5,12,NA,6,4,6,12,1,0,0,1
44,21440,118,29,1,0,1,76200,51,58,0,1,1959,1952,12,6,0,1,4,5,5,0,67,1981,3,4,6,2,0,1700,4,4,3,4,4,4,4,1,2,5,0,-8,0,-8,0,-8,5,5,5,12,9,5,5,6,12,3,1,1,1
44,21440,118,26,1,1,1,76200,48,49,0,1,1962,1961,9,0,0,0,5,5,5,0,67,1984,3,3,8,2,2.00E+05,0,5,5,5,5,3,4,4,1,1,5,0,-8,1,13,1,17,5,5,5,9,12,4,5,5,9,3,1,1,1
44,21840,128,33,1,0,2,126000,61,58,0,1,1949,1952,9,0,0,1,3,5,5,0,67,1977,1,3,3,2,7500,500,5,5,3,5,4,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,5,9,13.5,6,7,6,9,1,0,0,1
44,21300,115,24,1,0,0,232000,53,52,0,1,1957,1958,19,12,0,0,4,4,4,1,67,1986,3,6,6,1,20000,3100,4,4,4,4,4,4,4,4,4,4,4,120,0,-8,0,-8,4,4,5,16,NA,6,6,7,16,3,1,1,1
44,21510,120,25,1,1,4,9600,54,49,0,1,1956,1961,6,12,0,0,4,5,5,0,67,1985,1,6,6,1,9500,1700,5,5,5,5,3,5,5,3,4,1,0,-8,0,-8,0,-8,5,5,5,16,NA,5,5,5,16,1,0,0,1
44,21840,128,33,1,0,1,215000,59,58,0,1,1951,1952,0,0,0,0,3,5,5,0,67,1977,1,2,4,2,0,0,4,4,4,3,3,4,4,3,5,5,0,-8,0,-8,0,-8,5,5,5,6,9,6,6,6,6,1,0,0,1
44,21840,128,34,1,1,2,215000,60,58,0,1,1950,1952,6,0,0,0,4,3,5,0,67,1976,1,3,3,2,2.00E+05,10000,5,5,4,4,4,3,5,3,5,4,0,-8,0,-8,1,25,4,5,5,9,6,6,7,6,9,1,0,0,1
44,21520,120,24,1,0,2,40200,57,47,0,1,1953,1963,6,9,0,0,4,5,5,0,67,1986,1,4,5,2,12000,50,4,4,3,4,5,5,5,4,4,5,7,1,0,-8,0,-8,4,4,5,12,12,5,5,4,12,1,0,0,1
44,21330,116,31,1,1,1,45600,60,56,0,1,1950,1954,6,0,0,0,5,5,5,0,67,1979,1,3,4,2,20000,1100,4,5,4,4,4,4,3,5,4,5,5,2,1,19,0,-8,3,4,5,9,9,5,6,6,9,1,0,0,1
44,21900,130,29,0,1,2,2500,58,54,0,1,1952,1956,12,6,0,0,4,5,5,0,67,1981,1,3,4,2,2000,0,4,4,4,4,2,4,4,2,4,4,7,5,0,-8,0,-8,5,5,5,9,9,5,5,5,9,1,0,0,1
44,21520,120,31,1,0,5,73300,80,74,0,1,1930,1936,0,0,0,1,4,5,5,0,67,1979,1,4,6,2,15600,1560,4,4,5,4,3,5,4,4,3,5,0,-8,0,-8,0,-8,4,5,5,12,12,5,5,5,12,1,0,0,1
44,21520,120,31,1,1,1,73300,54,53,0,1,1956,1957,12,0,0,0,4,5,5,0,67,1979,1,4,4,2,25000,1800,4,3,4,4,1,4,3,3,5,5,0,-8,1,17,0,-8,5,5,5,12,12,6,5,4,12,1,0,0,1
44,21520,120,31,1,1,2,47800,60,62,0,1,1950,1948,12,0,0,0,3,4,5,0,67,1979,1,4,4,2,26000,2000,3,4,2,3,4,4,5,4,5,4,0,-8,1,17,0,-8,4,5,5,12,12,5,5,5,12,1,0,0,1
44,21540,121,26,0,0,4,20000,61,51,0,1,1949,1959,6,6,0,0,5,4,5,0,67,1984,1,5,5,1,8000,650,5,3,5,4,5,3,3,2,5,5,0,-8,0,-8,0,-8,4,4,5,15,NA,6,6,6,15,1,0,0,1
44,21480,119,20,1,0,3,17400,51,47,0,1,1959,1963,6,0,0,0,3,5,5,0,67,1990,3,4,4,1,2000,0,4,4,4,4,3,3,3,1,1,4,2,30,0,-8,0,-8,5,5,5,12,NA,6,5,6,12,1,0,1,1
44,21370,117,20,1,1,3,68600,63,45,0,1,1947,1965,0,0,0,0,3,5,5,0,67,1990,1,2,3,1,0,1000,3,4,3,3,3,4,3,3,4,5,2,30,1,17,0,-8,4,5,5,3,NA,6,6,7,6,1,0,0,1
44,21900,130,29,0,0,2,7000,55,52,0,1,1955,1958,12,6,0,0,4,5,5,0,67,1981,1,3,3,2,0,0,4,4,4,5,4,4,4,4,4,4,7,30,0,-8,0,-8,5,5,5,9,12,5,6,6,9,1,0,0,1
44,21520,120,30,1,1,2,12200,55,50,0,1,1955,1960,9,9,0,0,4,5,5,0,67,1980,1,4,4,2,12000,1500,3,3,3,3,3,4,3,5,5,5,0,-8,1,28,0,-8,5,5,5,12,9,4,4,4,12,1,0,0,1
44,21900,130,26,0,0,2,44000,61,50,0,1,1949,1960,9,6,0,0,4,5,5,0,67,1984,1,3,5,2,3300,500,4,4,4,3,4,4,4,1,4,4,0,-8,0,-8,0,-8,5,5,5,9,16,6,6,6,9,1,0,0,1
44,21920,130,32,1,1,2,8000,55,54,0,1,1955,1956,6,3,0,0,4,4,5,0,67,1978,1,3,3,2,0,0,3,3,4,4,2,3,3,3,4,5,7,2,1,12,1,17,4,2,5,9,6,6,6,6,9,1,0,0,1
44,21630,123,20,1,1,1,49000,44,40,0,1,1966,1970,6,9,0,0,3,4,5,0,67,1990,1,4,5,1,-8,-8,-8,-8,-8,-8,3,4,3,3,3,4,2,60,0,-8,0,-8,4,4,5,13.5,NA,5,6,7,12,1,0,0,1
44,21520,120,21,1,0,0,37340,45,43,0,1,1965,1967,9,3,0,0,4,5,5,1,67,1989,3,4,8,1,-8,-8,-8,-8,-8,-8,4,4,2,2,2,4,3,30,0,-8,0,-8,4,5,5,13.5,NA,6,6,5,12,3,1,1,1
44,21630,123,24,1,0,1,49000,44,40,0,1,1966,1970,6,9,0,1,5,4,5,0,67,1986,1,4,6,1,9800,800,4,4,5,5,4,5,5,1,5,5,3,30,0,-8,0,-8,4,2,5,12,NA,6,6,6,12,1,0,0,1
44,21910,130,32,0,0,0,0,69,63,0,1,1941,1947,0,0,0,0,4,5,5,1,67,1978,1,2,6,2,0,0,3,2,4,4,4,4,4,4,5,4,0,-8,0,-8,0,-8,5,5,5,3,9,5,6,6,6,1,0,0,1
44,21790,127,20,1,0,2,116000,44,44,0,1,1966,1966,7.5,3,0,0,3,5,3,0,67,1990,3,4,6,1,-8,-8,-8,-8,-8,-8,4,4,4,4,3,5,1,60,0,-8,0,-8,4,4,4,13.5,NA,7,6,6,12,1,0,1,1
44,21920,130,23,1,0,2,6500,53,49,0,1,1957,1961,12,6,0,0,3,5,5,0,67,1987,1,3,5,2,9100,0,4,4,4,3,2,4,4,3,3,4,7,3,0,-8,0,-8,5,5,5,9,12,6,6,7,9,1,0,0,1
44,21920,130,31,1,0,2,27200,74,70,0,1,1936,1940,6,6,0,0,5,5,5,0,67,1979,1,4,4,2,22000,0,4,3,5,4,4,5,4,3,4,5,0,-8,0,-8,0,-8,5,4,5,12,12,6,6,7,12,1,0,0,1
44,21920,130,28,1,0,1,48000,54,NA,0,1,1956,NA,9,6,0,0,4,4,5,0,67,1982,1,3,5,2,0,0,4,4,4,4,3,4,4,3,4,5,0,-8,0,-8,0,-8,5,4,5,9,9,6,6,7,9,1,0,0,1
44,21920,130,34,1,0,3,63000,60,55,0,1,1950,1955,6,6,0,0,4,5,5,0,67,1976,1,3,5,2,9900,950,4,4,5,4,3,4,4,3,4,5,0,-8,0,-8,0,-8,5,4,5,9,9,5,6,7,9,1,0,0,1
44,21730,126,28,0,1,1,19801,62,58,0,1,1948,1952,9,0,0,0,4,5,5,0,67,1982,3,2,9,1,0,0,2,4,4,2,4,4,4,4,4,4,0,-8,0,-8,0,-8,5,5,5,6,NA,6,6,6,6,3,1,1,1
44,21730,126,26,0,1,0,44023.65023,51,52,0,1,1959,1958,3,0,0,0,4,4,5,1,67,1984,1,3,4,1,10000,1000,4,3,4,4,3,4,3,3,3,3,0,-8,1,21,0,-8,4,2,4,7.5,NA,6,5,5,9,1,0,0,1
44,20240,89,26,1,0,2,340000,55,53,0,1,1955,1957,9,6,0,0,5,5,5,0,67,1984,3,3,6,2,40000,0,5,5,4,5,4,5,5,5,5,5,0,-8,0,-8,0,-8,4,5,5,9,19,7,7,7,9,3,1,1,1
44,21730,126,22,0,1,2,44023.65023,48,47,0,1,1962,1963,12,12,0,0,5,5,5,0,67,1988,1,4,6,1,-8,-8,-8,-8,-8,-8,4,3,1,2,3,4,5,1,0,-8,0,-8,5,5,5,14,NA,6,6,6,15,1,0,0,1
44,21600,122,24,0,0,3,5500,54,48,0,1,1956,1962,9,0,0,0,4,5,5,0,67,1986,1,2,3,2,1600,0,3,4,4,5,2,5,5,5,5,5,0,-8,0,-8,0,-8,4,5,5,3,9,5,6,6,6,1,0,0,1
44,21830,128,30,1,1,2,20000,59,60,0,1,1951,1950,0,0,0,0,5,4,5,0,67,1980,1,3,4,2,16000,2000,5,3,5,5,2,5,5,1,5,5,0,-8,1,20,1,20,4,5,5,9,9,6,7,6,9,1,0,0,1
44,21830,128,26,1,0,1,31000,55,53,0,1,1955,1957,0,0,0,0,4,5,5,0,67,1984,1,2,4,2,0,300,5,5,3,4,4,4,5,3,5,5,0,-8,0,-8,0,-8,4,5,4,6,6,6,6,7,6,1,0,0,1
44,21340,116,31,1,1,1,95000,55,55,0,1,1955,1955,3,3,0,0,3,5,5,0,67,1979,1,6,6,2,24000,1500,4,3,3,4,3,5,3,3,3,4,0,-8,0,-8,1,20,4,5,5,16,15,7,7,7,16,1,0,0,1
44,21460,119,20,1,1,1,30000,46,44,0,1,1964,1966,9,3,0,0,5,5,4,0,67,1990,3,3,4,1,-8,-8,-8,-8,-8,-8,2,5,5,2,4,4,0,-8,0,-8,0,-8,4,5,5,9,NA,7,7,7,6,3,1,1,1
44,21470,119,20,1,0,0,22000,49,51,0,1,1961,1959,12,9,0,0,5,5,5,1,67,1990,3,4,6,1,-8,-8,-8,-8,-8,-8,4,5,5,5,5,5,0,-8,0,-8,0,-8,5,5,2,12,NA,7,7,7,9,3,1,1,1
44,21470,119,22,1,0,1,36500,48,49,0,1,1962,1961,9,9,0,0,4,5,5,0,67,1988,3,4,6,1,-8,-8,-8,-8,-8,-8,5,5,4,4,3,5,7,60,0,-8,0,-8,3,5,5,14,NA,7,7,7,12,3,1,1,1
44,21470,119,21,1,0,0,14200,52,48,0,1,1958,1962,12,9,0,0,4,5,4,1,67,1989,3,5,5,1,500,0,4,3,4,4,3,5,4,3,4,4,1,120,0,-8,0,-8,4,4,5,15,NA,7,7,7,15,3,1,1,1
44,21300,115,27,1,0,2,44023.65023,NA,NA,0,1,NA,NA,9,6,0,0,4,5,5,0,67,1983,1,5,7,2,30000,2000,3,4,4,5,2,5,5,1,1,4,3,30,0,-8,0,-8,4,5,5,15,16,6,6,6,15,1,0,0,1
44,21670,124,28,0,0,2,8030,50,48,0,1,1960,1962,12,6,0,0,2,5,5,0,67,1982,1,1,-8,2,0,0,2,2,2,4,2,4,4,4,4,4,0,-8,0,-8,0,-8,5,5,5,0,6,2,4,5,0,1,0,0,1
44,21780,127,30,1,0,3,44023.65023,63,63,0,1,1947,1947,12,6,0,0,4,5,5,0,67,1980,1,4,4,2,12000,1900,4,4,4,4,3,4,4,4,4,5,0,-8,0,-8,0,-8,5,5,5,12,12,6,6,6,12,1,0,0,1
44,21300,115,29,1,0,1,212000,61,60,0,1,1949,1950,12,12,0,1,3,5,5,0,67,1981,3,6,6,2,110000,6500,4,4,3,4,4,5,4,1,4,4,0,-8,0,-8,0,-8,5,4,5,16,16,6,6,6,16,3,1,1,1
44,21380,117,33,0,0,4,14000,46,64,0,1,1964,1946,0,0,0,0,4,5,5,0,67,1977,1,2,4,2,4000,0,4,4,4,4,4,5,5,5,4,5,0,-8,0,-8,0,-8,4,5,5,6,12,6,6,4,6,1,0,0,1
44,21860,129,33,0,1,2,111000,55,55,0,1,1955,1955,6,3,0,0,5,2,5,0,67,1977,1,3,4,2,40000,30000,4,5,5,4,3,4,3,4,5,3,3,5,1,25,0,-8,5,5,5,7.5,0,5,5,5,9,1,0,0,1
44,21330,116,26,1,1,1,45600,60,56,0,1,1950,1954,6,0,0,0,3,5,5,0,67,1984,1,-1,-8,1,17000,0,4,5,3,4,4,4,4,2,5,4,0,-8,0,-8,1,21,5,4,5,9,NA,6,6,6,12,1,0,0,1
44,21640,123,30,0,0,2,17500,57,52,0,1,1953,1958,6,6,0,0,5,4,5,0,67,1980,1,3,3,2,5000,400,4,4,4,4,4,4,3,3,5,5,0,-8,0,-8,0,-8,5,4,5,9,9,6,5,5,9,1,0,0,1
44,21540,121,34,0,1,6,2000,75,73,0,1,1935,1937,0,0,0,0,5,3,3,0,67,1976,1,1,-8,2,2000,0,5,4,3,4,3,5,5,3,4,5,0,-8,1,10,0,-8,4,3,4,0,6,5,5,6,0,1,0,0,1
44,21330,116,27,1,0,1,31000,52,53,0,1,1958,1957,12,12,0,1,4,5,5,0,67,1983,1,3,-1,1,0,0,5,3,3,5,4,5,4,3,3,5,0,-8,0,-8,0,-8,4,4,5,9,NA,6,6,6,9,1,0,0,1
44,21540,121,25,0,0,4,44023.65023,51,45,0,1,1959,1965,3,6,0,0,4,5,5,0,67,1985,1,2,2,1,10000,1500,3,4,5,5,3,5,5,3,5,5,0,-8,0,-8,0,-8,4,4,4,3,NA,6,6,6,9,1,0,0,1
44,21540,121,25,0,0,8,14000,56,57,0,1,1954,1953,3,0,0,0,5,4,5,0,67,1985,1,1,-8,1,1000,0,5,4,4,5,5,4,5,4,5,5,0,-8,0,-8,0,-8,2,3,5,0,NA,3,6,4,0,1,0,0,1
44,21820,128,26,1,0,1,38000,58,61,0,1,1952,1949,9,9,0,0,4,4,4,0,67,1984,3,6,4,1,18000,2000,4,4,4,4,4,5,5,2,4,5,0,-8,0,-8,0,-8,4,4,5,16,NA,6,6,7,16,3,1,1,1
44,21330,116,22,1,0,1,40000,46,46,0,1,1964,1964,9,3,0,0,4,2,5,0,67,1988,1,6,6,1,-8,-8,-8,-8,-8,-8,4,5,4,2,2,4,0,-8,0,-8,0,-8,4,2,5,14,NA,4,5,5,12,1,0,0,1
44,21540,121,23,0,1,7,44023.65023,56,56,0,1,1954,1954,0,0,0,0,5,4,5,0,67,1987,1,4,8,1,-8,-8,-8,-8,-8,-8,2,4,3,3,2,4,1,60,0,-8,0,-8,4,4,5,12,NA,7,7,7,9,1,0,0,1
44,21450,119,22,0,0,3,40000,57,50,0,1,1953,1960,0,0,0,0,3,5,4,0,67,1988,1,3,5,1,10000,1200,4,3,3,4,3,3,3,4,4,5,0,-8,0,-8,0,-8,4,4,4,9,NA,6,6,5,9,1,0,0,1
44,21860,129,27,0,1,6,46000,48,46,0,1,1962,1964,0,0,0,0,3,4,4,0,67,1983,1,1,-8,2,10000,1400,4,4,3,5,3,5,3,3,5,5,0,-8,1,15,0,-8,4,5,5,0,0,6,6,7,0,1,0,0,1
44,21430,118,28,1,0,1,73000,75,61,0,1,1935,1949,0,0,0,1,3,5,5,0,67,1982,3,4,4,2,0,0,5,5,3,4,3,3,3,3,4,3,0,-8,0,-8,0,-8,5,5,5,12,15,4,5,4,12,1,0,1,1
44,21880,129,24,0,0,0,3000,56,53,0,1,1954,1957,0,0,0,0,2,5,4,1,67,1986,1,1,-8,2,2500,0,5,5,2,5,2,2,5,4,5,4,0,-8,0,-8,0,-8,4,4,5,0,0,4,4,2,0,1,0,0,1
44,21920,130,30,1,1,2,56000,53,53,0,1,1957,1957,6,9,0,0,4,5,5,0,67,1980,1,4,6,2,12000,1000,4,4,4,3,4,4,4,4,5,5,0,-8,1,16,0,-8,5,5,5,10.5,9,5,6,7,9,1,0,0,1
44,21430,118,27,1,1,1,110000,48,44,0,1,1962,1966,12,9,0,0,4,4,4,0,67,1983,3,5,5,2,24000,2000,5,5,5,5,4,5,5,4,5,5,0,-8,1,13,0,-8,4,4,4,13.5,13.5,7,7,6,15,1,0,1,1
